id_cobro,id_viaje,curp,descuento,monto,monto_final
499,499,YINS881219MUQICG99,10,131.16,118.04
500,500,WCDV860829MILFTD86,10,92.2,82.98
501,501,PJGS601209MGNULQ22,10,257.56,231.8
502,502,YMLK991209MBOYCP99,10,368.28,331.45
503,503,CNUQ921028MVAKRG71,10,309.16,278.24
504,504,PXVC921119MFPGNC07,10,187.8,169.02
505,505,RQOK691208HJFGPM24,10,152.84,137.56
506,506,YADO661228MRVMAZ03,10,247.4,222.66
507,507,RJWL911206HIQVKF92,10,262.36,236.12
508,508,WGYZ771226MGXBCI24,10,165.32,148.79
509,509,EKTU641108HUWBPK65,10,75.48,67.93
510,510,JHPF931118MVFLSM97,10,237.8,214.02
511,511,WAYQ981229HRBUJH30,10,229.48,206.53
512,512,NIBF901228HMLNBE71,10,185.16,166.64
513,513,BUVC911229HVXHYG64,10,264.92,238.43
514,514,OYFJ791117HYBPDO10,10,84.84,76.36
515,515,ZNOY821009MYLSKE85,10,149.16,134.24
516,516,URXZ621218HGYMJR71,10,121.96,109.76
517,517,BWEJ991127MKZOPF10,10,288.84,259.96
518,518,FCZR941029HAETXO13,10,156.84,141.16
519,519,PLWH941219MUJXPF87,10,54.12,48.71
520,520,WMAT621009HWAHKT76,10,195.24,175.72
521,521,AGMB790929HFVMKP82,10,71.88,64.69
522,522,TSOZ651228HHOAMI04,10,326.6,293.94
523,523,GIQA991129HTNRKM18,10,308.6,277.74
524,524,GRXQ991205HHSMLE19,10,274.52,247.07
525,525,UMOQ991209HMUJRZ62,10,308.84,277.96
526,526,LZKE911118HCLBEM15,10,37.24,33.52
527,527,ARUX961229MQSKFZ02,10,334.28,300.85
528,528,PCGS811226MGQPRV53,10,244.68,220.21
529,529,AQHX911128HSUDXA99,10,261.8,235.62
530,530,HWPU971229MTUJLI39,10,209.24,188.32
531,531,XBAT971009HPWVGD24,10,279,251.1
532,532,VOPC851019MAPSJQ04,10,82.04,73.84
533,533,EBIM801219HSHLVR19,10,235.08,211.57
534,534,CWKJ621227HZBFPO06,10,54.76,49.28
535,535,NOQP941129MRZJQO73,10,145.24,130.72
536,536,UMJO951116MUTSQH70,10,219.72,197.75
537,537,JQFP721129MBEIYZ65,10,196.36,176.72
538,538,TLGN931129MFKMEV61,10,120.52,108.47
539,539,UHRJ871208HUBNAG45,10,136.84,123.16
540,540,FHEU870909MTXQZH25,10,87.8,79.02
541,541,IEXY801208HXMAQO87,10,318.44,286.6
542,542,MISP931209MCGNDB24,10,137.56,123.8
543,543,NCTQ911228HSDLBF32,10,171.64,154.48
544,544,GFLJ950917HRTWFB66,10,20.44,18.4
545,545,JKAW681228MEPMWH01,10,70.76,63.68
546,546,NYQT941218MZDGTB45,10,210.36,189.32
547,547,CWUS971009HFXDHV55,10,369.56,332.6
548,548,OJFT951227HWMXIG21,10,317.8,286.02
549,549,DRVC981129HXYJBS71,10,270.04,243.04
550,550,WMQJ931227HCYWEB85,10,370.92,333.83
551,551,NRFL981126MNVCYH69,10,83.96,75.56
552,552,EBQR901029MVIUZD82,10,62.36,56.12
553,553,LPWZ961209MABKVW45,10,63.88,57.49
554,554,SUJR911129MFKEIN57,10,354.36,318.92
555,555,FTAI900929HFTJYL59,10,142.52,128.27
556,556,LMAN931019MBOAPJ24,10,152.2,136.98
557,557,RBPH841217MIWTQX65,10,155.88,140.29
558,558,ISUN921207HCRPKU59,10,217.48,195.73
559,559,IUJT831029MNUCYI26,10,326.76,294.08
560,560,SGYW811006MZTHRJ96,10,315.56,284
561,561,SDKC891029HEYMBN39,10,21.72,19.55
562,562,YLGI990429MXPCHL66,10,146.2,131.58
563,563,MHPV861219HFPYQS86,10,225.24,202.72
564,564,GWFS690919MTMEGU97,10,39,35.1
565,565,BSNV841228MEOMZP97,10,95,85.5
566,566,LWGU811209HPQAZM66,10,123.24,110.92
567,567,HYSE971228MPCHJQ50,10,132.92,119.63
568,568,LMND951218HEARZS15,10,118.92,107.03
569,569,VXNI841129HIMDXN74,10,112.12,100.91
570,570,JSRO821208HVWMTC12,10,274.28,246.85
571,571,YKJH851108HGNOTZ28,10,335.8,302.22
572,572,KQAN721129MOSXZR28,10,45.08,40.57
573,573,JYWR781229HWJYCN33,10,123.96,111.56
574,574,UVPF821228MNWQXL54,10,36.92,33.23
575,575,YUPA851129HUZXKI21,10,252.04,226.84
576,576,PLIH801029MOGXQN46,10,165.88,149.29
577,577,YSQE711128HWJRTI25,10,316.04,284.44
578,578,ZIWY761228MNBSPZ78,10,237.72,213.95
579,579,EZKX971126MRCHPX65,10,30.68,27.61
580,580,VQRS921028HZWOHC24,10,363.56,327.2
581,581,SHAW971007MNMJFD54,10,126.6,113.94
582,582,XAFU721119HAOYNI38,10,209.96,188.96
583,583,MHKE700909HRTYPZ73,10,142.68,128.41
584,584,OXLU811129MITXEV49,10,152.84,137.56
585,585,TKCL981227MRCZYE74,10,207.72,186.95
586,586,CFDE841219HFVTHI31,10,306.04,275.44
587,587,USJI971107MOAXIQ26,10,162.92,146.63
588,588,JQPU991219MABUSF04,10,185.32,166.79
589,589,CPVU911227MDBVOG32,10,184.6,166.14
590,590,INPG711218MZKXPI32,10,140.92,126.83
591,591,VMEB731209HVOKYL68,10,198.84,178.96
592,592,XWSI801119HZIFDR86,10,295.4,265.86
593,593,JYXT691119HEPHVT50,10,176.36,158.72
594,594,TEBQ901229MCSDKG65,10,281.56,253.4
595,595,NAQK930809HQTGON58,10,149.4,134.46
596,596,UOMC751129MXEOKC52,10,42.92,38.63
597,597,BRTC801229HZYPWA03,10,55.96,50.36
598,598,MKYR831116MIRAVE76,10,372.76,335.48
599,599,ITDF931119MXSCAG77,10,47.72,42.95
600,600,IPHK601126MIXBSM61,15,104.36,88.71
601,601,TRPJ601209MSGIQZ46,15,51.32,43.62
602,602,BESQ880829MSAPLW21,15,172.44,146.57
603,603,CXAU981028MBMVKU15,15,314.2,267.07
604,604,TCKE941224MYDCOV49,15,146.52,124.54
605,605,FARS980927MJMEFW90,15,211.56,179.83
606,606,TSEM921129HMSXNU37,15,361.48,307.26
607,607,DSTK951129MVOMAI32,15,86.12,73.2
608,608,VSMQ931229MXAFLV52,15,67.32,57.22
609,609,JTQU961126MNGXFP07,15,38.52,32.74
610,610,ZUVL911227HMIUGX60,15,304.68,258.98
611,611,ORLN981229HEAGNJ24,15,340.76,289.65
612,612,MCVR871229MKFMHL61,15,316.44,268.97
613,613,MEVS831225HFTSYH86,15,369.4,313.99
614,614,DZMG651128MIPLOW46,15,105.8,89.93
615,615,PZHG981217MOXITF55,15,272.28,231.44
616,616,CHFM961127MMSAXK18,15,288.68,245.38
617,617,RIKN921219MVWKBQ89,15,366.12,311.2
618,618,JUHS941229HLCDZS19,15,357.08,303.52
619,619,FAGW671227MNLFXE64,15,141.96,120.67
620,620,DGJU901129HXWUPS67,15,180.52,153.44
621,621,IRUN961226HKDLWP90,15,20.2,17.17
622,622,YXUK981229MOIQVZ16,15,232.6,197.71
623,623,EHZK951217MJCHIY32,15,61.96,52.67
624,624,ZJAM821109HACQNK17,15,123.8,105.23
625,625,IBUS881217MSDOAF21,15,156.68,133.18
626,626,PNJX940916HADJQY51,15,63.32,53.82
627,627,YDGS981229HPEGLX29,15,62.28,52.94
628,628,OZWI921029HWGBFP01,15,251.88,214.1
629,629,METD731108MKTNMB41,15,43,36.55
630,630,XOTR631208HWCXGA24,15,252.44,214.57
631,631,ADGJ841106MTRHOW65,15,198.84,169.01
632,632,URKM861207MXRAYL91,15,219.88,186.9
633,633,FXZE651016HLNJRW03,15,277.88,236.2
634,634,UEXS981229MZPRXH88,15,102.12,86.8
635,635,RMAO971109MVGRDC11,15,189.96,161.47
636,636,FZWX600817HVYZBW79,15,275.4,234.09
637,637,VYAQ821226HRDFMZ50,15,171.96,146.17
638,638,MGBR851127HQEAMG95,15,40.04,34.03
639,639,JTQE871028HVOPCZ78,15,65.88,56
640,640,ZDKJ881118MVEDPO91,15,293.08,249.12
641,641,ZCRI821119HPKGIU66,15,130.76,111.15
642,642,RJHO811227HBRWPO40,15,260.52,221.44
643,643,MUQW771219HQVCGU58,15,114.36,97.21
644,644,SKZM821129MULWXC44,15,134.2,114.07
645,645,TUPS651119HBDORF92,15,126.68,107.68
646,646,JTWL811009HHVOUL23,15,23.48,19.96
647,647,JYRG661218HRWBTD06,15,42.52,36.14
648,648,TQME911127MFEUOZ18,15,235.88,200.5
649,649,VRTB721029MJNWDE11,15,337.4,286.79
650,650,PKGO971228HUQXEF57,15,301.24,256.05
651,651,TJMB951209MJNPKH82,15,318.6,270.81
652,652,LWPT791108HBKRSV67,15,271.96,231.17
653,653,ZYGA991009HJKBGI57,15,91.88,78.1
654,654,QPAH981129HVHEFA21,15,289.48,246.06
655,655,DTYC631218MZIQDM87,15,321.64,273.39
656,656,RBQP991219MNCEJQ04,15,281.08,238.92
657,657,TYMJ970929MFISDW33,15,314.68,267.48
658,658,NTMZ660308HPQHIS74,15,146.52,124.54
659,659,USVJ761116HHPLVS08,15,77.64,65.99
660,660,HCYQ611129HSDCFG94,15,236.92,201.38
661,661,IFOR620909HAHZUD17,15,102.12,86.8
662,662,WISZ851127MEJDFM15,15,339.32,288.42
663,663,TNXE930818HIEPMQ09,15,289.72,246.26
664,664,NWVE911227HFDHTR95,15,367.24,312.15
665,665,AFCD671029MQJETV80,15,176.76,150.25
666,666,AZHI841209HBLIFR26,15,275.96,234.57
667,667,BGAR941224MPGSRT26,15,235.16,199.89
668,668,JQIC971228HXJDYV09,15,328.68,279.38
669,669,NHIV711217HTXBIK02,15,192.36,163.51
670,670,CJLU960709HUKFJY74,15,163.24,138.75
671,671,NBTK831119HQATJK75,15,83.88,71.3
672,672,CIHO801228HIWTXY91,15,307.24,261.15
673,673,YVDN951229HINTDP03,15,122.28,103.94
674,674,VCIQ801229HNGTQY72,15,327.72,278.56
675,675,EWSF881029HXBUTM33,15,223.72,190.16
676,676,RGEU701229HAWLDB34,15,359.88,305.9
677,677,YNFA801208HNJYWG87,15,38.76,32.95
678,678,KYZH901219MYPTBD31,15,265,225.25
679,679,OTYR901229HDJAEB70,15,136.44,115.97
680,680,TUXC991109MOCXAW51,15,284.52,241.84
681,681,WHYX821209HOMRJA07,15,128.84,109.51
682,682,HSCG870927HNYZJH13,15,148.6,126.31
683,683,YMBU921129MVGXMR83,15,172.68,146.78
684,684,ZLCD781227HDSUBA03,15,229,194.65
685,685,NBKR891221HFQSIT12,15,363.32,308.82
686,686,DSFX941229MXARPL71,15,121.16,102.99
687,687,KLCU911228HGKZDY85,15,21.56,18.33
688,688,OISY681207HFBRJM08,15,339.88,288.9
689,689,PEUQ741208HNOEUG60,15,20.36,17.31
690,690,FHUQ731019MIQCYV98,15,20.04,17.03
691,691,RZDP991209MIWKBM47,15,141.16,119.99
692,692,AKZQ651019MKFXHA54,15,251.24,213.55
693,693,WNIH721212HXQTJV43,15,183.8,156.23
694,694,VWGH891218HYVSGF08,15,277.32,235.72
695,695,FBWM991229MLZOBC41,15,239.96,203.97
696,696,NUYO641219MNDCOX77,15,171.48,145.76
697,697,KGSH981108MUSWCB17,15,106.36,90.41
698,698,ZTLX961229HBUJRP04,15,115.96,98.57
699,699,DWZB931009HCUBQT26,15,369.4,313.99
700,700,PONK841209HQBVMK44,15,313.24,266.25
701,701,NXJL661209MVMBSD40,15,177.64,150.99
702,702,TEJN911118HLUYGD34,15,73.64,62.59
703,703,VTAU681229MULWZV53,15,279.96,237.97
704,704,YZQP670728MYCUVM28,15,166.36,141.41
705,705,MOSE840819HBKOIW61,15,222.92,189.48
706,706,CVOW871128MGMXRL71,15,152.92,129.98
707,707,TDZW961208MMPVED89,15,147.16,125.09
708,708,KITY851128HDLYIS80,15,344.84,293.11
709,709,UQHR801228MAEBJO55,15,234.36,199.21
710,710,TWKR891114MKXSFE25,15,233.88,198.8
711,711,ECWP921105HNFUDG46,15,32.52,27.64
712,712,INGL691129MKMTUV92,15,310.36,263.81
713,713,ZCWR731209HVFBTI41,15,87.88,74.7
714,714,ACYT960916MQKXJY01,15,159.56,135.63
715,715,NKDE751229HBXIMA74,15,139.24,118.35
716,716,CSFI921225HKYNHR61,15,231.32,196.62
717,717,NQXF830919HIUJVN47,15,230.12,195.6
718,718,NTZH901128HNXCLG89,15,215.4,183.09
719,719,VIQU921028MRGCAX86,15,49.4,41.99
720,720,FROL871229MIRYZK94,15,370.6,315.01
721,721,WBTS921026HMILJS55,15,103,87.55
722,722,ZTUL761119HIDNVC40,15,82.68,70.28
723,723,FMLV711226HODQSI59,15,40.12,34.1
724,724,UIEN961219HUWHLK53,15,237.56,201.93
725,725,VSMH991219MRTXKE68,15,308.36,262.11
726,726,TAZX811118HFCYMA06,15,46.12,39.2
727,727,DLTK821226MBCEZH39,15,23.64,20.09
728,728,ZEIY911208HRFHIG43,15,351.56,298.83
729,729,EFTS941127MLEYIA39,15,191,162.35
730,730,KATZ641229MSGRVE67,15,47.8,40.63
731,731,KDJQ950918MOSKFP40,15,36.92,31.38
732,732,CNKE811218HRUGTN20,15,182.36,155.01
733,733,NLQU950918MIPTHB57,15,183.8,156.23
734,734,FXTW841024MKXGFC42,15,197.08,167.52
735,735,TWSB921129HSPOYW12,15,370.36,314.81
736,736,QLYM931228HWDUBJ85,15,141.16,119.99
737,737,FEXU810608HTVYXD15,15,33.56,28.53
738,738,AQWL911129MWDROI15,15,245.56,208.73
739,739,DWPT950829HDAPON17,15,74.84,63.61
740,740,LWNH970929MIRXUQ84,15,212.76,180.85
741,741,OUKS931129MKAZTW66,15,196.68,167.18
742,742,AXFM800927HMJLVA64,15,255,216.75
743,743,LAQC721109MEFQSY03,15,247.72,210.56
744,744,SPNC971128HCUYHM41,15,367.72,312.56
745,745,LDHT671227MIGPLT72,15,178.6,151.81
746,746,PEIL731129HKYBZT24,15,368.68,313.38
747,747,WSKF971129HQCZDX18,15,207.16,176.09
748,748,NIEM871119MOMYVC29,15,330.28,280.74
749,749,ABGZ991029HNUSZE45,15,118.04,100.33
750,750,CTOI971229HSHUOE20,15,305.08,259.32
751,751,MDZF751217MIHUSX21,15,135.72,115.36
752,752,DAKH891227HSMTAW34,15,143.96,122.37
753,753,NCFW801129MEKNJV50,15,251.64,213.89
754,754,PXOZ921229MXYURN55,15,136.6,116.11
755,755,FOPL911026HNWZPE70,15,298.44,253.67
756,756,QIDP871227HPUOJZ19,15,101.56,86.33
757,757,KDSU871218HRYKLI13,15,155.56,132.23
758,758,JBVT921128MWISHP68,15,59.96,50.97
759,759,HKAI781029MEMPJS24,15,218.2,185.47
760,760,RQAE681217MOMNXK21,15,284.6,241.91
761,761,UPKI761229HFGCMN71,15,247.56,210.43
762,762,AIVR901228MXEHSD68,15,188.52,160.24
763,763,SYZP991129HOXJFW58,15,43.48,36.96
764,764,KGZW951229HBNDLS81,15,46.04,39.13
765,765,QLFS771128HSBNFL83,15,209.16,177.79
766,766,YXRC981128MXNAID90,15,237.64,201.99
767,767,IXVM881219HAPWTI68,15,329.96,280.47
768,768,HZEP811209HCUSYG81,15,258.44,219.67
769,769,HLCX631226MUIVDW70,15,232.36,197.51
770,770,BHAE801126MKYFOH74,15,182.28,154.94
771,771,LXHO921028HVPLSU17,15,224.44,190.77
772,772,QZHD951219MIDPBC02,15,198.28,168.54
773,773,TOVE831008HZDCMU55,15,52.6,44.71
774,774,RWSH911218HMPOLS32,15,239.64,203.69
775,775,TCWO911118MNHTEL14,15,273.8,232.73
776,776,SCLT991219HCHBRI32,15,194.6,165.41
777,777,IWCE981208MNTOEV55,15,290.6,247.01
778,778,VZHQ841209MVIUPZ29,15,47.96,40.77
779,779,JQEZ910525MFBLWK30,15,78.76,66.95
780,780,CEFB911128HFWLNU71,15,125.72,106.86
781,781,XNAF761128MENSGJ14,15,152.36,129.51
782,782,JEQK901027MRKEXW26,15,221.64,188.39
783,783,ARXQ911108MCWAEQ72,15,191.08,162.42
784,784,XAIV741217MXUFZM53,15,357.72,304.06
785,785,MQCR631229MCWXJF58,15,71.56,60.83
786,786,QAUL841107MYXCVB77,15,50.92,43.28
787,787,HFRA921119HXKZSW00,15,365.08,310.32
788,788,KXIB631219MPIEUV92,15,161.72,137.46
789,789,EKBN941029MLSRWA85,15,313.16,266.19
790,790,SJZI960629MMEZWN66,15,145.64,123.79
791,791,CTVX950829HISLQW97,15,45.16,38.39
792,792,NDPT831207HDXVRB42,15,164.36,139.71
793,793,BPHG981228MJPRNI91,15,245.08,208.32
794,794,ZGYD951228HGIVFU98,15,201.8,171.53
795,795,JDHI811209HBAXVT86,15,262.28,222.94
796,796,LEIV950706MNXMFO67,15,277.96,236.27
797,797,DPLU691218HPRKBD63,15,139.48,118.56
798,798,VGIC971227HRLPIS03,15,42.04,35.73
799,799,AQSM901219HOIXKC44,15,155.64,132.29
800,800,KWJZ901119HQLYFE92,15,313.24,266.25
801,801,AVOC941208HRASQL22,15,261.08,221.92
802,802,CFYS921128HFPVDE41,15,124.12,105.5
803,803,ZJQB871219MGFIXC55,15,161.48,137.26
804,804,LWPH901115HVQHSR22,15,155,131.75
805,805,LXBF941229HEXLSR72,15,163.56,139.03
806,806,YAHL821207MXHPZT98,15,23.8,20.23
807,807,GQCY821006MLKMJQ13,15,330.76,281.15
808,808,MERJ881209MSYDPE26,15,113,96.05
809,809,WNJE991227HXURMH89,15,31.48,26.76
810,810,DHPN721207HGPFJR15,15,37.56,31.93
811,811,GAEU871119HPERXG23,15,298.68,253.88
812,812,JMEQ841109HHEOZD39,15,174.12,148
813,813,ISXJ601219HHFJIE85,15,239.24,203.35
814,814,KQFB921128HMOBZJ44,15,372.2,316.37
815,815,ISBX741228MKJOFA18,15,80.04,68.03
816,816,WQUF871229HIFHOG43,15,362.84,308.41
817,817,CBUD781229HQYEFG37,15,132.12,112.3
818,818,HDYS671017MUMLSY00,15,105.4,89.59
819,819,WEAT821127MDYLRN01,15,140.68,119.58
820,820,MDAT971209MYTCRI19,15,100.68,85.58
821,821,VHAM691219HFNEVX69,15,189.08,160.72
822,822,LTYR641207MZVWPI44,15,373.88,317.8
823,823,VSOR621229MWXQRZ52,15,206.6,175.61
824,824,OJIN881218MAQLZP84,15,276.28,234.84
825,825,UVLH891208HXJQPS02,15,245,208.25
826,826,EHQV981208MCTQNU68,15,156.28,132.84
827,827,BZNO781229MIWCXP73,15,306.04,260.13
828,828,CSPV711027MPAZCK60,15,51.64,43.89
829,829,WMAL721027HUJLZI09,15,298.76,253.95
830,830,FTWQ630218MRDVJP13,15,229.8,195.33
831,831,PFZQ921227MDRTNE20,15,59.48,50.56
832,832,OETA801206MXHRAU80,15,203.32,172.82
833,833,SHNO831129HNGFRI17,15,101.72,86.46
834,834,AQIB971229MZBMIF08,15,372.2,316.37
835,835,JHUM971229HDJRIH08,15,203.64,173.09
836,836,VRPM981207HKIMZL44,15,181.96,154.67
837,837,GHOI821109HZVAPD72,15,57.4,48.79
838,838,LDTQ651219HNUKQT86,15,192.92,163.98
839,839,LPIS951128HKNFJA29,15,163.8,139.23
840,840,WZKF961219MYWVXD27,15,128.76,109.45
841,841,JGYZ791129MNJYDQ85,15,241.56,205.33
842,842,HXDB831009HFULWE59,15,43.24,36.75
843,843,EFMS971229HLGWCN97,15,328.04,278.83
844,844,KVOI950926MRDLIG45,15,72.84,61.91
845,845,CBNL971227MMEQCK92,15,32.36,27.51
846,846,HLRZ810929HUEWDI69,15,323.72,275.16
847,847,XZNT881219HOVMGY24,15,188.84,160.51
848,848,CWPN801227MXZOGB08,15,70.84,60.21
849,849,RBDV620728HTMHJR10,15,369,313.65
850,850,MJXK941219MEUBZS09,15,275.88,234.5
851,851,DKTU991226MZKUXM63,15,321.56,273.33
852,852,XOEH801229MBYUWF40,15,225.96,192.07
853,853,VFMW811227MQYZMK54,15,83.16,70.69
854,854,JDES760804MJMHUA69,15,117.16,99.59
855,855,TOCF861219HOSXNC29,15,35.8,30.43
856,856,NVTU991216MVXBNI60,15,374.44,318.27
857,857,ZVLO971109HSXATF86,15,317.4,269.79
858,858,RFGQ861028HKIEJZ95,15,345.72,293.86
859,859,MNAP991228HDHBXM09,15,155.48,132.16
860,860,AOCJ671226MOEKFL01,15,252.76,214.85
861,861,MJHC951219MZVGBL17,15,243,206.55
862,862,IUSL981219MWIGQA44,15,334.6,284.41
863,863,ABPH970807HHLTON31,15,106.28,90.34
864,864,SCWY971218HYLTXH79,15,160.52,136.44
865,865,KEYU921009MLUYKT52,15,212.68,180.78
866,866,FWCH920728MJHIYZ87,15,27.4,23.29
867,867,RAYN871209MPGEMO88,15,208.12,176.9
868,868,ZQJG851209MHEVYF13,15,93.8,79.73
869,869,XMZB781225HGQFMC51,15,227.4,193.29
870,870,ZICB940807HVHFKL35,15,207,175.95
871,871,ZHXS881129HHNJXG81,15,302.12,256.8
872,872,BXYI941224MPUISX58,15,291.16,247.49
873,873,XJIP611205HWRVXJ53,15,350.52,297.94
874,874,VSBE921219HDWTRM81,15,132.84,112.91
875,875,XPGM931126MIXGVA65,15,283.64,241.09
876,876,KIAQ741129MZPUHD36,15,125.8,106.93
877,877,HYIZ831229HISVAD16,15,311.32,264.62
878,878,UTLC641228HJYLKG69,15,248.52,211.24
879,879,UHRI860829MQEWFP29,15,95.8,81.43
880,880,IRNU821108HYVRZE77,10,71,63.9
881,881,QCJA901228HGCXIB00,10,257.48,231.73
882,882,PMAZ921228HBIYXV03,10,169.64,152.68
883,883,EUCD960809MWBVRJ00,10,102.68,92.41
884,884,ZIBQ931224HBQULN65,10,183.96,165.56
885,885,ZLJN901229HXYOWU15,10,261.88,235.69
886,886,LZWU661108HGAZBC93,10,293.8,264.42
887,887,IWLY961209HXCATV24,10,200.2,180.18
888,888,HMKG901019HVPEOB88,10,372.52,335.27
889,889,YHFD871229HYQWXH39,10,94.44,85
890,890,HZGD831229MAVUEH10,10,265,238.5
891,891,NFOD921227MBOUDH40,10,76.28,68.65
892,892,SVRT811213MSFLJQ99,10,194.2,174.78
893,893,ZYEA651119MJCRZY98,10,32.2,28.98
894,894,BJGR951129MKQPUH68,10,50.68,45.61
895,895,RQSZ991228MSNVMG41,10,315.32,283.79
896,896,ONHJ951226HOUJDT33,10,75.24,67.72
897,897,JHKC791109HXRHQY81,10,137.32,123.59
898,898,BGIH611128HROMAB07,10,325.24,292.72
899,899,ZENX631209HZQKRN97,10,128.6,115.74
900,900,GNQF971214HPCXIA63,10,285.8,257.22
901,901,OHVU961007HZEDQM77,10,71.16,64.04
902,902,TQOY981219MXLMCJ83,10,367.88,331.09
903,903,VCXO831128MSRTFX07,10,131,117.9
904,904,OVNL841009MSPLCQ19,10,209.4,188.46
905,905,UOLI921126MQKXTZ32,10,260.68,234.61
906,906,AOEV930909MCJVYN80,10,337.8,304.02
907,907,ERSO990828MSJIZY39,10,365.64,329.08
908,908,AFDC951129HOHAXC43,10,125.24,112.72
909,909,FNPU851129HVCGWX30,10,137.16,123.44
910,910,EDIC951206MGPKCI11,10,156.52,140.87
911,911,QNFU961225MAEWHM05,10,253.24,227.92
912,912,SJPW901108HUHWTD17,10,280.28,252.25
913,913,PAXS971107MAUNTF44,10,298.36,268.52
914,914,RCWY961219MAILMF37,10,60.92,54.83
915,915,UVIT901229HEYLBU32,10,297.32,267.59
916,916,VHOQ731225HFVMQG81,10,337.16,303.44
917,917,NOKX971219MHCPAQ22,10,256.36,230.72
918,918,XBFA991208HKYTXD55,10,38.12,34.31
919,919,HBXV711007HJFTPQ83,10,300.36,270.32
920,920,IPDN831229MWNVKL59,10,312.76,281.48
921,921,MXSG811228MXUHFN95,10,40.92,36.83
922,922,NLXI851208HZPINJ94,10,285.4,256.86
923,923,PYEH791126MSBJXC99,10,239.64,215.68
924,924,IXSV630929HPMLID88,10,337.32,303.59
925,925,PCVX881219MZXHAJ92,10,23,20.7
926,926,CDAF951228HEQPCU16,10,362.6,326.34
927,927,RLXP951107HXSZHU57,10,363.88,327.49
928,928,UDVB610816HQCMOR58,10,266.6,239.94
929,929,SXBA681229HNILFS35,10,160.36,144.32
930,930,WFAK951229MYEHGD90,10,168.68,151.81
931,931,ZMVO791101MAYGTB37,10,335.4,301.86
932,932,STDO951117HYEZVS75,10,110.04,99.04
933,933,ROGC911229HENQIA43,10,151.88,136.69
934,934,GXLI831229MITUWF33,10,79.48,71.53
935,935,PRFU900906MEKMCF38,10,321.64,289.48
936,936,LABV921118MCYTPA88,10,20.44,18.4
937,937,GZTU741008HSOWCG14,10,125.48,112.93
938,938,XLQG611228HQVYNM82,10,171.88,154.69
939,939,JPTF991229HYSCAF50,10,186.2,167.58
940,940,ETBS831229MWHMYA64,10,35.48,31.93
941,941,MTUX621209MZAQFU23,10,30.6,27.54
942,942,NZDY991229HWOIDN55,10,174.28,156.85
943,943,VZCX921226HVFRQZ82,10,39.8,35.82
944,944,MCVA910926HRPHDB14,10,210.2,189.18
945,945,NWDB911218HQFVTH10,10,217.32,195.59
946,946,DXQF851229MAYGTU55,10,77.4,69.66
947,947,CVHG931206HIWXUL81,10,210.44,189.4
948,948,YBOL950909MKMTXC94,10,289.24,260.32
949,949,ABNF631219HNLPZG62,10,213.48,192.13
950,950,QIZR631216MLSOVZ35,10,92.28,83.05
951,951,WLJQ901206MBFITD51,10,330.28,297.25
952,952,JRCV761219MSNFPQ95,10,229.72,206.75
953,953,OJCY971219HKFIWQ27,10,304.12,273.71
954,954,SORZ911217HBRFGH69,10,353.8,318.42
955,955,GFTN931227MGSEXP28,10,62.84,56.56
956,956,LOKC601229MGLRCT40,10,221.88,199.69
957,957,ICPT831226MTNCQA48,10,181.64,163.48
958,958,QNGM801229HAXZKY29,10,257.8,232.02
959,959,EPMH701208HUVBFZ33,10,357.64,321.88
960,960,ASNZ651009HNIQAC36,10,307.16,276.44
961,961,NHZA901218MFRVOB64,10,143.88,129.49
962,962,JLAW731108HXFKLO18,10,275.8,248.22
963,963,WGST611219MYAVXJ13,10,202.84,182.56
964,964,WGBL621029MYHMWK05,10,228.68,205.81
965,965,XAQK741209HDSMIV83,10,64.84,58.36
966,966,TDKJ940925HVENXQ86,10,194.6,175.14
967,967,HPGQ990919MWAXJI35,10,225,202.5
968,968,FQHJ901228MMOFQE85,10,72.2,64.98
969,969,XWVE961209MXLHKN32,10,120.36,108.32
970,970,AVQW631228HTAYVZ17,10,237.56,213.8
971,971,OWGQ720628MUBVFS81,10,94.12,84.71
972,972,STCW991118MWCTDA75,10,89.8,80.82
973,973,DYBV831219HUMJDL69,10,284.68,256.21
974,974,EICH971218HVQWLR33,10,133.16,119.84
975,975,PKLT791126MPIWCD98,10,237.96,214.16
976,976,NIZB961108MDNYQT89,10,328.6,295.74
977,977,AOSD700719MFBCKS76,10,144.68,130.21
978,978,IVLP861229HZWHCY93,10,76.2,68.58
979,979,FSKW911007HNZGUL45,10,279.32,251.39
980,980,ORDL960917MNAHWR53,10,333.64,300.28
981,981,SGBN621109MWIZQJ94,10,98.68,88.81
982,982,HTSR631108MXDZLR08,10,249.4,224.46
983,983,UVIH751225HSYZOF22,10,214.84,193.36
984,984,BTVO771128HNTUAC47,10,59.08,53.17
985,985,YERJ991129MZXWSA29,10,26.04,23.44
986,986,TFVC751219MXJQHS08,10,278.76,250.88
987,987,NPQO771119MGYTQR67,10,354.36,318.92
988,988,TJVB881217HOSBRY17,10,369.08,332.17
989,989,CTLG671219MXLWVD24,10,265,238.5
990,990,PKIJ961209MWROHN55,10,81.4,73.26
991,991,ABGU951229HFDVNW39,10,150.6,135.54
992,992,XSJU690929HIYDQV84,10,289.88,260.89
993,993,ORWJ741208HCEHDF57,10,35.72,32.15
994,994,SIPA881109MWQLZR29,10,40.92,36.83
995,995,NSCL911119MVBGSD99,10,207.96,187.16
996,996,AUCH941008HVTKAE66,10,75.4,67.86
