id_viaje,CURP,RFC,num_economico,tiempo,distancia,lugar_origen,lugar_destino,fecha_viaje
185,MJUA820708HTYWAQ64,HXBO641229ZU3,5516,14:49:50,21.54,Facultad de Quimica,Tlahuac Merchant 9918 70771,2015-08-04
186,CSZU751229MHLYDA84,TWUF631008ED0,4485,14:50:22,20.78,Facultad de Ciencias,Iztapalapa Vidon 6140 84332,2013-09-18
187,FJHY861107MQVWSJ41,SMID691019YD0,6798,13:28:19,32.88,Facultad de Psicologia,Cuajimalpa Vera 50 54272,2011-07-14
188,MOVT931218MYTNGX57,DMJY991229IN5,6537,13:03:23,22.01,Facultad de Medicina Veterinaria y Zootecnia,Benito Juarez Riverside 599 34745,2014-08-14
189,IXBR961127HLAPMG72,EZXG911229ME2,6324,13:35:05,40.13,Facultad de Quimica,Tlalpan Graedel 84 25556,2015-05-11
190,NSLI911029MMUDBX31,EDFH821208XG3,9632,14:31:39,25.31,Facultad de Quimica,Cuahutemoc Longview 8 97947,2010-12-18
191,TIVE970919HWEMCV40,MCLV971226VH6,1528,14:13:01,31.03,Facultad de Ciencias,Gustavo A. Madero Kings 578 22106,2009-06-19
192,SEUI911128MKTGXS81,JBTN980927IU8,7349,14:48:55,37.17,Facultad de Quimica,Venustiano Carranza Gale 482 44443,2016-11-11
193,WQPT811226HCYTJD87,IUWP901228VM1,8919,13:03:04,33.14,Facultad de Ciencias,Miguel Hidalgo Del Mar 412 54263,2010-10-01
194,QKCM921109HQDZBP19,IFPG951209MS9,2596,13:04:38,2.74,Facultad de Quimica,Iztacalco Everett 49649 24449,2013-03-26
195,RTDH801117MMTUAH61,QRZO801207CX8,1669,14:57:07,39.43,Facultad de Odontologia,Azcapotzalco 2nd 9 45477,2016-01-08
196,SZHX991027MAVWTI21,AFTY911228XZ5,1252,13:23:40,11.33,Facultad de Psicologia,Alvaro Obregon Claremont 9321 78154,2011-02-06
197,KEJR631229HUBCRA31,CKZR891118LU3,5526,13:06:33,14.46,Facultad de Ciencias,Coyoacan Portage 4 37773,2011-10-21
198,FUYS961229HONQSI77,BVRJ931114XO9,3667,14:26:25,31.16,Facultad de Ciencias,Tlahuac Ludington 87405 34466,2015-05-16
199,OGDM871229MBXIDO52,FBXR741226BZ1,2090,14:14:32,34.47,Facultad de Quimica,Iztapalapa Express 86800 24677,2017-08-08
200,ILCX911126HDCKXS74,YGNJ971109ZV7,9546,14:57:06,17.99,Facultad de Ciencias,Cuajimalpa Donald 1729 61369,2010-09-26
201,DVHR901228HNHLVQ01,AFDH761217FZ7,9976,13:49:47,5.34,Facultad de Musica,Benito Juarez Harbort 5 49098,2013-09-19
202,CFSO850828HKRTSM51,QNAC991008LJ9,5651,13:20:18,34.43,Facultad de Ciencias,Tlalpan Rusk 281 45758,2013-12-19
203,YLRN811209MJBGPD57,RZMG841229QN3,1888,14:22:34,31.42,Facultad de Ciencias,Cuahutemoc Morningstar 7533 64954,2012-08-25
204,UTFW951219MREICZ35,PBLQ911229AN0,1389,13:17:04,31.92,Facultad de Ciencias,Gustavo A. Madero Del Sol 612 63346,2018-06-15
205,RNYS690919HTBADY79,WQSY961229YC2,8330,13:16:47,23.95,Facultad de Ciencias,Venustiano Carranza Gale 2 57687,2008-08-05
206,BGEX991106MSEPTF65,LXIU730819RE4,2587,13:24:49,20.17,Facultad de Quimica,Miguel Hidalgo Alpine 1284 87051,2017-02-28
207,BNQZ941218MKYCBU73,NLZW850929ZP6,9574,13:44:21,16.19,Facultad de Quimica,Iztacalco Washington 42866 84855,2016-10-16
208,QRNX911107HHUJAP88,QVJI601119RU2,9077,13:37:05,10.27,Facultad de Ciencias,Azcapotzalco Mariners Cove 6579 41754,2008-12-14
209,MGXP951207HNLKUX93,LTUC951127FG9,9099,14:07:12,20.47,Facultad de Quimica,Alvaro Obregon Russell 68785 70867,2016-01-07
210,SLGJ960909MQWCTY08,QVFP911029YK8,1111,14:08:18,32.19,Facultad de Ciencias,Coyoacan Hoepker 3131 26445,2017-03-11
211,IEQD791228MQGTEV14,INRA690919XE1,2078,14:22:15,2.52,Facultad de Ciencias,Tlahuac Maple 9 16521,2008-08-31
212,JTNQ931107HZWQIF67,MQHS950819FA8,2046,14:31:18,3.99,Facultad de Quimica,Iztapalapa Declaration 0 85543,2009-06-21
213,UDAT671229MZFRQI40,HTCV881227AK6,1860,14:52:43,18.65,Facultad de Odontologia,Cuajimalpa Rutledge 1067 46274,2018-04-06
214,LTZS981216HJCSKW53,WSJI901219MC6,7439,14:12:41,2.85,Facultad de Ciencias,Benito Juarez Monument 242 80290,2009-11-09
215,QRWL921119MNXOUP33,IUDH861208AT9,4140,14:21:04,11.82,Facultad de Ciencias,Tlalpan Grayhawk 95286 76950,2017-10-29
216,LZHC970829MKCRLM10,MGDE911119WF5,8128,13:22:58,40.85,Facultad de Odontologia,Cuahutemoc Grayhawk 82 50580,2009-11-29
217,CXWF981209MFRLSZ15,KRSW691118MW0,3132,14:28:16,35.07,Facultad de Quimica,Gustavo A. Madero Merchant 26108 77661,2008-08-12
218,LFCA961227HMYJCD11,FLER681227CT5,8067,14:28:13,34.45,Facultad de Ciencias,Venustiano Carranza Northridge 5166 47046,2013-09-02
219,AOSN691128HPKALM02,IKHU641219JH9,6783,13:10:06,18.01,Facultad de Quimica,Miguel Hidalgo Acker 277 41760,2008-04-17
220,BSEL831209MLKIJP58,OMXZ801019AB4,6722,13:51:20,3.31,Facultad de Quimica,Iztacalco Commercial 81984 41973,2018-08-21
221,TUNI991219HULZSF36,WPFL891109NX9,7161,14:04:10,44.14,Facultad de Odontologia,Azcapotzalco Stone Corner 151 81356,2010-11-23
222,NAHQ891219MCVSMZ43,QFSY751228YJ0,3365,14:42:56,34.5,Facultad de Psicologia,Alvaro Obregon Quincy 74233 94381,2018-06-13
223,YBOL651128HYVWZF33,CKVR800719AO5,3839,13:07:02,20.75,Facultad de Quimica,Coyoacan Welch 9627 33990,2016-02-23
224,JYHA831127HBSPIW41,AWVO851129MC5,1594,13:12:02,12.79,Facultad de Ciencias,Tlahuac Ridge Oak 1658 46755,2015-02-03
225,UZRL881109HAYHJI74,HOIA761229WZ9,3600,13:02:18,43.08,Facultad de Psicologia,Iztapalapa Sheridan 85 75607,2010-11-27
226,VHDK791229HHACJV10,WBTI831229XD6,8421,14:04:50,6,Facultad de Quimica,Cuajimalpa Havey 5 39035,2009-10-23
227,BJAF781129MEYGVS54,BETV971228MT9,9385,14:20:08,38.11,Facultad de Ciencias,Benito Juarez Myrtle 90558 63457,2008-08-23
228,IXMR961106MCKNVZ60,MJAQ801225GA6,9466,13:17:05,1.53,Facultad de Odontologia,Tlalpan Northwestern 18 17657,2010-04-13
229,GKUH971218HKBSLW86,AKIO651218DI5,4407,14:22:54,4.11,Facultad de Psicologia,Cuahutemoc Kennedy 55471 12191,2011-06-27
230,FTLN641229MVBAJX53,CJPR741129CL7,5199,13:32:51,22.74,Facultad de Quimica,Gustavo A. Madero Gulseth 24040 36795,2016-03-20
231,VOBY730819HCZMRU45,QOAM601209UJ9,7213,13:16:12,26.78,Facultad de Ciencias,Venustiano Carranza Northview 9133 19389,2014-08-01
232,IRBE911209HXLTDJ74,DHXC980929WI5,4956,13:12:35,28.08,Facultad de Ciencias,Miguel Hidalgo Bartelt 2 66946,2011-06-21
233,DOWH850828HTMQOP39,HQMI621218JU7,8008,14:00:06,20.79,Facultad de Ciencias,Iztacalco Chive 2 48050,2011-09-15
234,XCDA930817MMYURO98,TYDB961007PW3,3297,13:53:52,34.55,Facultad de Quimica,Azcapotzalco Clyde Gallagher 834 77596,2014-12-29
235,VXTI930909MSHMLP91,KFPU911129XB4,6141,14:12:22,25.39,Facultad de Psicologia,Alvaro Obregon Hanover 40393 91673,2018-05-23
236,VMCD931209HNOCDT75,ARQI961229NO6,4582,14:01:10,28.29,Facultad de Psicologia,Coyoacan Roth 2 98103,2013-10-11
237,KWTQ871226HWMHKX69,XDEI711217VS6,3001,13:15:58,1.97,Facultad de Ciencias,Tlahuac Maryland 1790 60334,2014-08-06
238,XHCS851218HZIXCR99,OLUN751207XW3,7476,13:31:52,41.56,Facultad de Quimica,Iztapalapa North 2154 68616,2015-08-31
239,ZDWO911126MBYKRI73,HWAK611112TA1,4206,13:09:52,40.86,Facultad de Psicologia,Cuajimalpa Hagan 1739 62590,2014-01-18
240,NYDL811227HOHVDM00,UDRH971219VT3,9308,13:53:37,24.45,Facultad de Quimica,Benito Juarez Ohio 89 38536,2009-10-24
241,PUJL961007MVXOMB84,SVBF961219SD1,5881,14:58:09,21.67,Facultad de Quimica,Tlalpan Carey 8553 48478,2014-09-30
242,ZGTI981228HKVEWR82,TRZE831019DZ4,2241,13:29:40,3.09,Facultad de Ciencias,Cuahutemoc Springview 2 18615,2015-05-11
243,PNBT831129MJRCXL45,DSOY621225ZV3,1846,14:00:48,43.93,Facultad de Psicologia,Gustavo A. Madero 5th 5947 24253,2017-02-19
244,WAVB981107HFUJKR10,LFUX991217LH6,7630,13:17:43,26.17,Facultad de Ciencias,Venustiano Carranza Dottie 696 66214,2011-04-23
245,KBFM801219MKJBFC71,XOHK911013YI7,3911,13:36:05,33.92,Facultad de Quimica,Miguel Hidalgo Springview 3 64092,2016-03-06
246,NAPX991009MBPEKY58,PULH971206UZ3,6465,14:45:02,12.59,Facultad de Ciencias,Iztacalco Sachs 918 76619,2010-06-24
247,QDAV861017HUMIKS38,EQST941029YV8,2345,13:27:44,35.39,Facultad de Quimica,Azcapotzalco Monica 37128 26431,2017-07-09
248,KDTB950928MDCKPO22,BWMH910529XD2,7974,13:29:36,34.57,Facultad de Ciencias,Alvaro Obregon Sycamore 0 26010,2009-12-27
249,IAUJ861128MTEIFR78,GOSD911119KC3,2119,14:59:48,21.71,Facultad de Quimica,Coyoacan Artisan 3731 72799,2015-05-21
250,XVCK831229MECGTR27,FCPQ951129PD4,3049,13:31:36,43.43,Facultad de Quimica,Tlahuac Manufacturers 4 29931,2010-06-24
251,CGOQ901129MKLUEB43,FEUS961228ST4,3363,13:35:32,11.15,Facultad de Ciencias,Iztapalapa Brickson Park 5775 12877,2013-03-19
252,XFKS881229MGIXLH16,WOQL671218EP0,5615,13:01:51,37.2,Facultad de Ciencias,Cuajimalpa Miller 9935 53163,2008-08-01
253,CTXP911129HYJVKX72,ALDX881229GZ3,3498,14:32:10,42.87,Facultad de Ciencias,Benito Juarez Carberry 83 42912,2013-12-03
254,VMCX821107HHZAXU08,NQJT741208HT1,6898,13:05:48,3.49,Facultad de Ciencias,Tlalpan Gulseth 571 74912,2010-01-04
255,DWRY800828HVDGXQ51,NUDC601217EX5,4562,14:16:05,44.58,Facultad de Ciencias,Cuahutemoc Forest Dale 95393 89861,2008-07-21
256,YKOQ851029MGTHCN83,SKCB991219XN5,2802,13:47:25,29.69,Facultad de Quimica,Gustavo A. Madero Wayridge 60 48873,2013-06-14
257,TNGM951209HVMAFZ45,SCVL801209JG3,9454,14:29:36,31.13,Facultad de Psicologia,Venustiano Carranza Ilene 469 63893,2014-01-04
258,ECKG951208HMKGVC94,OQIV791024UR7,2066,14:47:09,31.59,Facultad de Odontologia,Miguel Hidalgo Moulton 83 67781,2010-03-11
259,IDVG721119MOYJSP34,EFZT951116GQ6,2566,14:14:28,9.87,Facultad de Ciencias,Iztacalco Colorado 7 77581,2016-09-29
260,THGF961009HLSIFW46,FAYU991229JT7,3581,13:02:18,26.28,Facultad de Ciencias,Azcapotzalco Golf View 78618 87008,2010-03-25
261,SYUD831119MWAJMI24,RYKL971129HE6,3592,14:16:39,17.4,Facultad de Ciencias,Alvaro Obregon Thackeray 19 31167,2010-07-29
262,MLPR951028HHWJYO98,DLCW931219WO2,5061,13:01:58,31.03,Facultad de Ciencias,Coyoacan Becker 6193 13451,2011-02-24
263,RLNJ721219HPQKLT04,LARW931106IU0,4275,13:10:36,44.7,Facultad de Ciencias,Tlahuac Homewood 82 43811,2014-06-24
264,WGOE851225HSPWAN78,MRJZ861118ZX2,4989,14:20:57,30.77,Facultad de Ciencias,Iztapalapa Continental 7471 15445,2014-05-04
265,ZSQU991118MHWUBL02,WRKI941229WF9,4189,14:11:56,4.87,Facultad de Quimica,Cuajimalpa Red Cloud 90480 50505,2008-09-09
266,WZRH741227HBQDIA96,QCMX961025CH7,9029,14:24:16,21.17,Facultad de Quimica,Benito Juarez Colorado 707 65441,2009-01-27
267,BOSX921029MGEPUK91,HPMX981229PD5,5971,13:40:37,17.77,Facultad de Ciencias,Tlalpan Holy Cross 403 31752,2012-09-13
268,KTYX991218HQPHLY17,QSMG930808PS5,2159,13:02:10,43.58,Facultad de Ciencias,Cuahutemoc Esch 942 47996,2014-11-21
269,LMJY941129MYIJKQ89,RHOQ651019VF3,2120,13:19:15,26.04,Facultad de Quimica,Gustavo A. Madero Summit 16 41939,2008-10-20
270,WNYQ821229MYKXJD09,NXWG831229CN4,6198,14:00:45,2.48,Facultad de Ciencias,Venustiano Carranza Mayer 12978 57111,2009-07-06
271,YKWN631209HXGMKC56,EKBV990608EP8,5740,13:06:02,36.9,Facultad de Quimica,Miguel Hidalgo Anthes 91 30326,2012-10-20
272,KQHD741219HODWGU62,CBSR741207TS8,2892,14:17:58,13.48,Facultad de Ciencias,Iztacalco Cascade 2 18854,2016-04-30
273,UDJC631228HOANXZ03,SRYP961008AK5,2178,13:58:48,39.54,Facultad de Ciencias,Azcapotzalco Hanson 37673 47965,2009-02-17
274,XHRW961206HVTRHB06,WASC980429OE4,5634,14:36:03,8.88,Facultad de Ciencias,Alvaro Obregon Northland 439 29387,2011-09-18
275,WEOH681001HJZXOP48,GXNP701008JD7,8949,14:18:10,31.72,Facultad de Psicologia,Coyoacan Jenna 1 53262,2010-06-12
276,WQUZ951226MRQWPU54,BJGP761126HW5,5993,14:59:40,7.16,Facultad de Ciencias,Tlahuac Anhalt 5208 16087,2017-02-08
277,VHCF981228MUXVTS68,KUHY851128JK4,8153,13:31:07,14.92,Facultad de Medicina Veterinaria y Zootecnia,Iztapalapa Donald 8 85149,2018-08-23
278,GFCL731209HEVHTO79,SYPO921209AM5,1738,14:05:05,27.84,Facultad de Quimica,Cuajimalpa Claremont 9 37185,2008-01-25
279,ITAB891208MNWXAY69,PDXJ820807BV9,3598,14:45:16,38.53,Facultad de Psicologia,Benito Juarez Crest Line 1 48795,2017-03-09
280,YDCE631029HGFQCW32,XRGK810918FS5,8139,14:38:07,29.09,Facultad de Ciencias,Tlalpan Michigan 3 85721,2016-12-22
281,UQFB731018HYPAKN69,OYHU901208QH2,3980,14:56:42,7.49,Facultad de Quimica,Cuahutemoc Hooker 5692 34786,2017-02-19
282,KEPY951129HJIRHG10,WMVK930727WG6,3673,14:36:23,42.13,Facultad de Quimica,Gustavo A. Madero Village 3 97940,2011-07-11
283,NMEV921208HAQYNP36,KOXJ671208GW6,8106,13:37:21,26.07,Facultad de Ciencias,Venustiano Carranza Luster 30620 86615,2016-11-26
284,QZPR941218MRQMPA70,QWEV891216YU5,6142,14:37:27,28.21,Facultad de Quimica,Miguel Hidalgo Elmside 6704 28965,2012-01-13
285,FXNK641229MUQAZE44,RNDW871207RM3,6476,14:09:22,30.69,Facultad de Ciencias,Iztacalco Fuller 9590 98140,2009-11-15
286,TCJI991118MFXHMP09,GNSB891229WG0,8573,14:30:18,34.21,Facultad de Ciencias,Azcapotzalco Lake View 6345 16400,2012-03-03
287,QZXO951018HRTVZX90,CLTA751129CS5,6156,13:47:28,36.09,Facultad de Ciencias,Alvaro Obregon Mifflin 172 95628,2012-12-28
288,QBVF921208HXVKTR71,XFMC880929MT5,2162,13:25:01,32.7,Facultad de Quimica,Coyoacan Nevada 59 81101,2011-09-12
289,OCEV891228HSMXTE52,HCND981207EJ7,9033,13:42:29,43.52,Facultad de Ciencias,Tlahuac Schiller 188 54013,2009-09-11
290,FJNX961217MAJWUS22,KEYP971225YF7,9668,14:03:03,17.28,Facultad de Ciencias,Iztapalapa Novick 3 71859,2015-06-26
291,WIUZ941019HVQJOE94,XIYJ991219RL2,8591,13:53:36,41.07,Facultad de Ciencias,Cuajimalpa Shelley 10 90790,2016-05-21
292,EWAQ971127HDIBYT25,SURX941102XV7,5458,14:19:28,9.78,Facultad de Quimica,Benito Juarez Bartelt 1597 10827,2010-03-16
293,NUGD881009HEBUIN30,XDJZ881228SO3,8977,13:34:28,42.63,Facultad de Odontologia,Tlalpan Calypso 6 62425,2018-02-28
294,TIVK991029MXYDUP07,HKJM961208NQ6,1275,13:20:48,16.96,Facultad de Psicologia,Cuahutemoc Prairieview 91 38956,2008-03-18
295,PNYL691109HUFAYC98,JAZN931123JV2,4463,14:34:46,34.89,Facultad de Quimica,Gustavo A. Madero Gulseth 2 42080,2009-02-27
296,ZUGN981228HPYBXO82,JHGW841228EH4,3043,14:00:10,13.64,Facultad de Ciencias,Venustiano Carranza Graedel 38375 29568,2017-10-09
297,VOKF701009HMKTPA07,PCGN921129LS3,8162,14:04:48,42.36,Facultad de Quimica,Miguel Hidalgo Graceland 2603 93066,2012-12-29
298,PIRN861229HGOENV00,CGJQ840719TZ3,8848,14:28:40,9.1,Facultad de Ciencias,Iztacalco Starling 4038 48383,2010-12-25
299,XRJD991208MKVEBL83,QUTR991128QA1,4730,14:27:46,5.09,Facultad de Ciencias,Azcapotzalco Toban 74 49103,2010-08-20
300,VTQI701107HUWKSG82,TEUQ961219YP5,7192,14:33:03,19.58,Facultad de Ciencias,Alvaro Obregon Quincy 453 57440,2016-09-10
301,JXON740928MDKOYC32,BXJH901029QU8,8781,13:57:48,13.96,Facultad de Ciencias,Coyoacan Butternut 284 11327,2018-03-16
302,IFYT901218HHTKEJ32,KTVC681119AV7,2142,13:18:42,40.39,Facultad de Ciencias,Tlahuac Carpenter 92 45074,2011-05-04
303,FWCA671108MSIYGJ00,OMCP851128RK3,4895,13:09:36,2.34,Facultad de Ciencias,Iztapalapa Granby 94 10325,2016-06-16
304,ZOCH941029HWUEOD86,ZSCR661219OW1,2222,13:23:16,21.41,Facultad de Ciencias,Cuajimalpa Autumn Leaf 5921 29458,2009-04-30
305,ZBFV900919HUVLFM93,HZIQ611229CW0,8292,14:01:26,33.75,Facultad de Ciencias,Benito Juarez Briar Crest 768 12266,2013-06-07
306,KHZP741219HNRVUM07,XACB641218DO4,2295,14:01:33,6.93,Facultad de Quimica,Tlalpan Eagan 85 97199,2015-04-26
307,ZGBF871026HWCKXO42,YBLH941219DG8,5175,13:52:51,19,Facultad de Quimica,Cuahutemoc Independence 6866 49279,2010-05-22
308,EHIP911128MHNBJC68,ZOXL950708QY1,2900,13:27:36,44.85,Facultad de Quimica,Gustavo A. Madero Maple Wood 88010 85242,2009-03-11
309,ZCWG690729MZWISK53,MNFO891019WU4,3607,13:37:32,41.89,Facultad de Ciencias,Venustiano Carranza Donald 441 95400,2017-01-06
310,BFLP721229HIFWPM47,OMGT931208QT9,1714,13:22:44,7.07,Facultad de Quimica,Miguel Hidalgo Spohn 4312 77229,2016-09-23
311,GMZT901019HNSAZH63,UPRT841229LD3,4838,14:20:01,13.12,Facultad de Odontologia,Iztacalco Melvin 55221 74848,2013-11-22
312,YZEL770929MQHDUT07,QHNM941129AF0,6929,14:03:13,38.28,Facultad de Quimica,Azcapotzalco Namekagon 9882 25614,2008-05-19
313,LPSR940909HTUZAD24,FUHO711207HT3,5089,13:55:28,8.4,Facultad de Ciencias,Alvaro Obregon Straubel 93619 70864,2017-03-19
314,IFDB811028HDEHRA50,HKDM801128NP5,7527,13:23:39,12.87,Facultad de Psicologia,Coyoacan Dayton 0 65023,2009-07-06
315,DPVW710923MYDEVI91,VDOL881219BM5,3031,14:43:38,2.9,Facultad de Ciencias,Tlahuac Lakewood Gardens 4795 78643,2016-07-14
316,AQBC821127HAYNMX06,LPMW920819WD9,3620,14:16:44,28.78,Facultad de Quimica,Iztapalapa Lyons 7 62037,2012-10-01
317,LRBD871028MRWPLE37,KXRH951227AM0,7773,14:35:36,41.84,Facultad de Quimica,Cuajimalpa Pankratz 34 93780,2015-03-10
318,SNOW681129MLJBNV87,MWYS901129IV1,5466,13:48:34,37.56,Facultad de Ciencias,Benito Juarez Ohio 77284 66807,2014-11-13
319,FMUV851218HEPASD72,HSWP941228LA2,6801,13:21:58,33.62,Facultad de Ciencias,Tlalpan Loeprich 2 41166,2009-02-24
320,XBGC831008HKNJMT64,VFNH931118FL7,1678,13:50:27,5.85,Facultad de Quimica,Cuahutemoc Magdeline 9557 69115,2009-08-21
321,YPDB991209HWZXSI58,KYZE971229QX2,6472,13:20:47,30.67,Facultad de Quimica,Gustavo A. Madero Vidon 43 38139,2008-07-11
322,CBEK971219MGHCLI03,HXMA811208PB6,3110,13:57:55,36.99,Facultad de Ciencias,Venustiano Carranza Onsgard 8422 26717,2017-11-02
323,NMZH901229HIOHYN81,FGXD981027SR1,5825,14:10:07,13.12,Facultad de Ciencias,Miguel Hidalgo Corben 70582 53334,2018-02-01
324,JSAX801219MVGIUB65,TLDP911228CB7,4791,14:35:25,22.65,Facultad de Psicologia,Iztacalco Brentwood 5 47543,2015-08-20
325,PWQF960919MHWXGE90,TQEC681029SQ9,6716,14:50:39,12.57,Facultad de Ciencias,Azcapotzalco Ridge Oak 8295 62791,2014-10-24
326,ZGAE671209MBLKGV24,RQPU971204FY9,2455,13:00:38,13.91,Facultad de Ciencias,Alvaro Obregon 8th 405 49290,2009-06-14
327,VPQY941027HGXJQV72,QLSF711208UF2,1775,14:04:26,39.67,Facultad de Quimica,Coyoacan Morning 9 81926,2017-02-22
328,ICMJ651207HUPDJG49,EHKB961226QI6,1934,13:02:04,26.12,Facultad de Quimica,Tlahuac Hoepker 88150 16507,2010-03-28
329,ZHJA931129MSEKVO26,VXZM961209TL2,6704,13:54:00,38.63,Facultad de Ciencias,Iztapalapa Mcguire 91 92179,2011-08-29
330,JCIO921109HVCIFZ04,CSBZ901127AL0,8750,13:42:29,19.37,Facultad de Ciencias,Cuajimalpa Schmedeman 5 51820,2012-09-09
331,TEMS751119HLQCVS31,WEFZ811109SV7,6114,13:05:25,43.57,Facultad de Filosofia y Letras,Benito Juarez Lien 7 10160,2016-03-19
332,KWVX691228HEUKQG58,EGMW651228ZC5,7137,14:45:07,39.38,Facultad de Ciencias,Tlalpan Maywood 6 85137,2011-02-16
333,WBCS890728MSHBXF30,LEYW601218HY7,9313,14:54:17,29.56,Facultad de Medicina Veterinaria y Zootecnia,Cuahutemoc Sundown 554 63020,2018-07-02
334,YFKX981229HTWAFJ22,WZKT990909UQ7,6962,13:40:49,44.39,Facultad de Psicologia,Gustavo A. Madero Homewood 70 41751,2014-07-02
335,KABN850919HAJKMX61,JVRA961117PK2,1930,14:52:06,2.48,Facultad de Ciencias,Venustiano Carranza Bunker Hill 2940 61008,2010-06-02
336,RZUT881019MNEWPV48,XKUY801228LW7,8764,14:57:17,17.22,Facultad de Odontologia,Miguel Hidalgo Corben 957 60657,2008-02-19
337,XROU961129HBVHQO76,MDSQ990719CR4,3034,14:32:10,38.59,Facultad de Quimica,Iztacalco Lakewood 698 77599,2014-04-25
338,JYXR971127MVKYOW60,KVSE951209BW2,4598,14:10:35,35.3,Facultad de Ciencias,Azcapotzalco Moulton 658 55785,2017-10-02
339,XIYM821127MMCXQG26,LFHR981127JD5,1827,13:17:03,19.58,Facultad de Odontologia,Alvaro Obregon Spaight 8 13521,2017-10-01
340,JFVT601228MUPGNI72,HFSZ851209KE1,6976,13:34:58,14.19,Facultad de Ciencias,Coyoacan Mallard 2 96965,2011-04-17
341,DCWG981229MSVBIG52,BXLP661218PS0,3703,14:11:22,36.55,Facultad de Ciencias,Tlahuac Schmedeman 56345 80347,2009-10-24
342,GHMZ761107MZDGIY12,XZUH901229GS3,6014,13:09:00,4.14,Facultad de Quimica,Iztapalapa Fair Oaks 508 84313,2011-07-18
343,GVMH961029MEXRGV82,DNJU861208HW6,5007,14:02:32,17.7,Facultad de Medicina Veterinaria y Zootecnia,Cuajimalpa Hoard 17 11092,2012-09-12
344,TLAI681209HVMEWX00,FUJT741228OA3,8185,14:49:55,23.72,Facultad de Quimica,Benito Juarez Morning 9598 14190,2012-05-20
345,YUWH951117MPJXVQ82,IFBT991008OP0,5663,13:09:54,22.63,Facultad de Quimica,Tlalpan Spohn 43845 21715,2009-10-17
346,QCBU921125MRJCUP59,UDOJ971028JL5,9326,13:18:49,37.01,Facultad de Ciencias,Cuahutemoc Crowley 5607 76581,2014-12-29
347,LSNZ921109MRGBNE87,VYKL921209LU8,6807,13:27:21,18,Facultad de Ciencias,Gustavo A. Madero Mallard 80 80523,2016-08-12
348,YVNR741229HRWPUZ78,FHTI750929HO6,3133,13:24:47,43.02,Facultad de Ciencias,Venustiano Carranza Heffernan 686 18156,2012-07-21
349,QNXU911209MZHXDV16,QPZD861119TV3,6430,13:22:40,41.73,Facultad de Ciencias,Miguel Hidalgo Pine View 99338 19609,2012-09-07
350,WILC991008HJDOGQ47,YPUW981229MG7,1724,14:31:45,35.98,Facultad de Ciencias,Iztacalco Roth 49 10943,2012-06-27
351,FAMV980926HTCKHJ47,YWRC841229MJ8,7355,13:10:11,13.77,Facultad de Ciencias,Azcapotzalco Forest Run 7 53404,2012-11-22
352,AYWG801019MRUXVC39,TAOZ951108AQ2,4151,13:51:16,40.98,Facultad de Quimica,Alvaro Obregon Oneill 58 88498,2013-10-18
353,NKIP901227HTQGKP20,JVBF911118QC1,3471,14:45:43,44.1,Facultad de Psicologia,Coyoacan Sachtjen 580 20622,2015-02-19
354,NTOU611028HCJXFZ41,VBNI831109HX6,3833,14:36:19,28.15,Facultad de Ciencias,Tlahuac Dorton 1 66854,2010-09-16
355,ZMIR621129MYGLNS10,YKRD871109EU5,3314,13:38:27,29.07,Facultad de Ciencias,Iztapalapa Dryden 110 51646,2017-02-08
356,UTER991228HIPRWD15,KVGF690907AC5,7980,13:59:06,39.58,Facultad de Odontologia,Cuajimalpa Heath 78 41814,2011-04-06
357,BTZJ621119HKIDTL72,REBO910729UV1,3697,13:56:50,2.42,Facultad de Quimica,Benito Juarez Russell 6 61013,2010-10-25
358,IJNY871229HHEDTF23,ARWP911209ET2,3333,13:57:21,6.77,Facultad de Ciencias,Tlalpan Golden Leaf 4743 55295,2016-06-02
359,MLQW671009MBYQEV14,LCPI980509GD5,5258,13:19:24,37.09,Facultad de Ciencias,Cuahutemoc Leroy 831 18978,2014-04-26
360,VQXB781128MSNITK26,HRJZ941219ZI7,2101,13:02:04,29.68,Facultad de Ciencias,Gustavo A. Madero Maywood 3 82302,2012-09-27
361,FYIG971129MOESJR72,DWKU981027FL3,4522,14:20:33,19.06,Facultad de Psicologia,Venustiano Carranza Elgar 66811 12836,2017-05-25
362,RYSA951128MVMKHT72,SUWP801229GF1,5990,14:11:13,38.01,Facultad de Quimica,Miguel Hidalgo Westerfield 77 40137,2011-10-07
363,RKWN991218MOLYWX24,SOHQ761219VO0,4491,14:25:34,34.07,Facultad de Ciencias,Iztacalco Sugar 325 11504,2013-04-23
364,KUYP701129MLTDPI28,MEBR791208YU3,3495,14:27:38,10.34,Facultad de Ciencias,Azcapotzalco Evergreen 2374 56385,2016-06-18
365,IWPC911218MDSFWA85,WUCG961227MI4,9961,13:15:40,30.03,Facultad de Ciencias,Alvaro Obregon Huxley 23 79766,2017-08-02
366,IYTR941119HOFHGP94,CSGE921228XT3,4197,13:58:47,14.13,Facultad de Quimica,Coyoacan Havey 91 18774,2012-06-11
367,XKIV941228MUDOHM72,ORNU711028DT8,1975,14:17:21,35.86,Facultad de Quimica,Tlahuac Marquette 8 10290,2013-06-09
368,WVPO851229MUXNFZ07,NMOL991118CP6,7803,14:31:14,1.5,Facultad de Ciencias,Iztapalapa Sage 94016 95303,2012-08-04
