id_ganancia,id_viaje,CURP,RFC,ganancia,esBono
406,406,TNXW901219MXAZVE68,LIKS691128ST8,33.28,false
407,407,QMXV601128MGHLIQ98,MLYG891228TY6,3.37,false
408,408,KMFP991008MBYXGQ83,TFLW801119RS4,25.59,false
409,409,ISMW601128MPBHKO24,MBTO881018KI8,41.11,false
410,410,ZOXW951129HVGUCS84,QCZH910829MX7,35.51,false
411,411,VHWS980929HNPTHC55,HALF921229LJ2,44.46,false
412,412,FJRC971229HKMVWZ59,WAUO961228FO8,33.2,false
413,413,SCHK871229MOABDP17,GJQI881223BG7,12.53,false
414,414,RQLX901126METWKC55,SDUJ941209ME0,22.44,false
415,415,HXFQ751009HPOXEU83,WLYU971019EK0,42.18,false
416,416,ETUM961106MGTQBH54,QPDJ981107PD3,43.93,false
417,417,YKIS631029HAFQJZ04,LMKS951227VL4,36.44,false
418,418,LQVB661229HZTPHY53,IKJE951218ZY7,22.92,false
419,419,PXTC721123HERMYU81,ULOZ661016ZB0,23.6,false
420,420,ECYR820709HBWFLQ87,LOCE901228GI1,33.03,false
421,421,BHMZ681209MTXVHC60,EFBM901226JP9,43.85,false
422,422,GVQP791128MUXBEF24,LCIX900809BL6,41.46,false
423,423,OLBS640729HJIXKB11,GPFJ831229FC2,15.01,false
424,424,ELFW801117HCFANQ79,JXCA821119RA3,29.06,false
425,425,AHDI900629MIOSKH24,SWTD920806DX9,22.57,false
426,426,EAKQ980607HWXOGV75,ENZF871109XK9,38.98,false
427,427,NCOU791119MLBVND29,AEPL771226YR3,29.82,false
428,428,AYRZ711226HVOAXJ62,PWLZ610808LQ3,5.64,false
429,429,QSEX921209MGDPXU20,QKNS740929ZK1,21.83,false
430,430,WAUC601208HQWNJS80,PHCW951208TF3,32.44,false
431,431,JFBM801204HVGXNS61,NGLP731208QU7,24.22,false
432,432,PLCU941129MHQMOL57,DGXM871009EZ5,29.21,false
433,433,HANU901019HICYNS20,GKRT811227SJ0,25.95,false
434,434,MBPN731209HYUMPN01,FDUZ600629JC6,14.1,false
435,435,AWDM890809HVOYNB70,ILFC871126TN9,38.49,false
436,436,NLZX950629MEBQXJ79,WNEB961118FU1,12.99,false
437,437,MHXB671205MVBWEP12,JNHL781126KB3,21.49,false
438,438,BYFG871229MSUZIF88,UHPI921126QZ0,40.58,false
439,439,YPOB901209HJINPL52,RAJI871008VH7,33.1,false
440,440,QWGR661129HCKMNW13,OKJS841219US6,18.73,false
441,441,DENB921229MVJPEO83,RVIY841215TD5,7.71,false
442,442,FDQL910906HMHGBL35,EQVR881106FV7,7.91,false
443,443,EILW811207MZIMGD13,CLKU901108OI3,43.15,false
444,444,RNCX991229HCGFNO16,MTLD881209RZ6,43.59,false
445,445,IAVS891128MIQYZJ60,EBYR950608YE6,20.72,false
446,446,QLWX921219MMQZWF22,NJPQ880417HI2,19.45,false
447,447,YLSB990919MEQBDW91,SVHI921227EB4,20.27,false
448,448,JYGH991027MYRZSV61,QECZ921209TA3,18.99,false
449,449,DXUZ981229MPHKRU29,BGNZ821226NM0,27.03,false
450,450,BUKT971129HDKCBF25,IVRW961126JF9,17.02,false
451,451,HQDY601219MQYPIZ64,JNLX931119ZL0,5.96,false
452,452,FDVS921029HTNKWG83,JLWP701228XN1,15.06,false
453,453,BVUM861129HWTGOR68,RFPA971217ZE5,17.44,false
454,454,HMGC920909MFRUOZ54,KRWE991227ZJ5,38.7,false
455,455,GOCD981228HLQCVF65,EWVB831128PN9,33.96,false
456,456,NHVL891019HJBMTX59,CKBX851119UZ7,17.85,false
457,457,CWNY961229HGTLZI36,OAKJ861119JE7,5.41,false
458,458,VEQT611228HOPGBJ12,NKRB870925CD1,15.24,false
459,459,GCMP901229HFHEDN49,QVWN981129CW6,25.06,false
460,460,RCUV871108MEPWGY29,RUOJ930928WK1,44.04,false
461,461,FAVS721226HVDJEI36,XOHU951217CA2,14.27,false
462,462,RUJX931218MPKWIJ68,VRKW991129QJ0,27.86,false
463,463,KFNU921109MRCMOA18,OIQN911008OW7,16.07,false
464,464,JQBX991207MLWSHN94,WTAG941229NC4,9.33,false
465,465,JLVX991225HFVKPC91,QYVG981119VR1,3.35,false
466,466,LKYU931219HBLITQ57,UZGJ791207AQ2,24.75,false
467,467,KCHU791219HUMCLS84,GPIK920929WK5,18.34,false
468,468,UQNX991209HVLHMC65,QLRX901127JA4,16.78,false
469,469,XLTW821228HKMXHT63,KBDC981226JN2,43.51,false
470,470,GYEA821207MXPLVD09,XGSE731129DZ9,28.29,false
471,471,MDTY981219MPQRBE03,IYUR820906SD4,9.76,false
472,472,JGPX881208MJIWFH80,DKCL901218DN9,12,false
473,473,IEPM781225MLUSEK48,NFKE711129JZ6,4.62,false
474,474,DUXB961105MJTRWA76,BRAE971209VT2,24.48,false
475,475,KCJX681219HENAYM35,AIQH911229ZV6,44.83,false
476,476,DMOV770826MBTVZQ47,DFQV660709JB2,7.09,false
477,477,VOZM671227HURYME68,DETN911229DZ2,29.15,false
478,478,CXIQ781009HTUJQV55,GDSR681209CS0,15.12,false
479,479,DIRW880927MENUIA14,LUMB780929VZ8,19.39,false
480,480,JKQZ821217HPFTJX48,FZDG971228AU7,42.52,false
481,481,QGEI951229MOQGLZ49,EQAV751013YJ6,24.41,false
482,482,LETQ750929MAHEGK14,ZMDK681029DQ4,36.2,false
483,483,OVLI921119HMZUKF94,LYFA931128PJ4,9.14,false
484,484,HAMK891009HJYNXB24,TOXL980627ED5,22.81,false
485,485,ERUM861129HRSVMA37,TNVG971207SW8,14.25,false
486,486,JUSI651209MODBHA43,OXVK931129XS0,18.2,false
487,487,YPAO701227HOQHNY52,DQPM971029GV9,14.75,false
488,488,AUNS831029HYZMPN90,ICWS981129UW5,3.68,false
489,489,EXQA791227HGAPZX76,XOUH991128KS0,26.57,false
490,490,DRHY691119HHJGPI56,TYLE781029DJ7,29.19,false
491,491,DSQB901122MXCZRS48,OCJQ891229WD9,35.33,false
492,492,RVBN971218HUIKMW11,GYZV951229AJ8,24.19,false
493,493,GVOD971229MLRGNQ18,INMD751228DL4,33.42,false
494,494,HNFC991207HMGTIJ35,IXAJ661208DV3,8.53,false
495,495,NVDK970919HZVFYL51,ITYF671027BM5,38.71,false
496,496,NKES991226MDQVKT95,BHTR951029IJ1,37.32,false
497,497,RWQM921225MILTDM66,GLAE891209PS1,27.37,false
498,498,BTKS941217HVTWQI10,LEOX911217ZL4,18.69,false
499,499,YINS881219MUQICG99,YIEO601128GB0,15.74,false
500,500,WCDV860829MILFTD86,PHXW941129ET3,11.06,false
501,501,PJGS601209MGNULQ22,GNWQ831228DE4,30.91,false
502,502,YMLK991209MBOYCP99,QSTP921207ES2,44.19,false
503,503,CNUQ921028MVAKRG71,FDHV901219IG4,37.1,false
504,504,PXVC921119MFPGNC07,PHZX891229EX3,22.54,false
505,505,RQOK691208HJFGPM24,NTYJ841029AC2,18.34,false
506,506,YADO661228MRVMAZ03,JVBY991228CJ0,29.69,false
507,507,RJWL911206HIQVKF92,QRLG771218HT7,31.48,false
508,508,WGYZ771226MGXBCI24,ALJV671226GW0,19.84,false
509,509,EKTU641108HUWBPK65,NSDW931227EA2,9.06,false
510,510,JHPF931118MVFLSM97,XYLR881229TF5,28.54,false
511,511,WAYQ981229HRBUJH30,HMWL871229VK2,27.54,false
512,512,NIBF901228HMLNBE71,NZRC631109GO1,22.22,false
513,513,BUVC911229HVXHYG64,ZALQ781019YG3,31.79,false
514,514,OYFJ791117HYBPDO10,YMWD911207VY3,10.18,false
515,515,ZNOY821009MYLSKE85,NVBX611219OE3,17.9,false
516,516,URXZ621218HGYMJR71,YAQI861228BN0,14.64,false
517,517,BWEJ991127MKZOPF10,ARUS931129SN4,34.66,false
518,518,FCZR941029HAETXO13,PZKB790709XC7,18.82,false
519,519,PLWH941219MUJXPF87,QSEG971129QE1,6.49,false
520,520,WMAT621009HWAHKT76,FQIV861123KU9,23.43,false
521,521,AGMB790929HFVMKP82,AXCO930919JK1,8.63,false
522,522,TSOZ651228HHOAMI04,PLDA851205RB6,39.19,false
523,523,GIQA991129HTNRKM18,RXFO751026FV0,37.03,false
524,524,GRXQ991205HHSMLE19,XNWH601129LM1,32.94,false
525,525,UMOQ991209HMUJRZ62,XPQG871118YX9,37.06,false
526,526,LZKE911118HCLBEM15,WYIH980908UO5,4.47,false
527,527,ARUX961229MQSKFZ02,YEIZ700809SL6,40.11,false
528,528,PCGS811226MGQPRV53,AIRG901108WZ7,29.36,false
529,529,AQHX911128HSUDXA99,CKGO921027IA2,31.42,false
530,530,HWPU971229MTUJLI39,CSRA901127EJ0,25.11,false
531,531,XBAT971009HPWVGD24,XVAO671109NZ7,33.48,false
532,532,VOPC851019MAPSJQ04,QMYC851219XD3,9.84,false
533,533,EBIM801219HSHLVR19,WRTU941218EH7,28.21,false
534,534,CWKJ621227HZBFPO06,PSOZ721226BS9,6.57,false
535,535,NOQP941129MRZJQO73,XVRM651209CU6,17.43,false
536,536,UMJO951116MUTSQH70,LNBO820229FZ0,26.37,false
537,537,JQFP721129MBEIYZ65,SDJE981124PA7,23.56,false
538,538,TLGN931129MFKMEV61,RACM951119QJ3,14.46,false
539,539,UHRJ871208HUBNAG45,TQRZ831228MG8,16.42,false
540,540,FHEU870909MTXQZH25,PJKQ900928IL8,10.54,false
541,541,IEXY801208HXMAQO87,OWSD791119YS6,38.21,false
542,542,MISP931209MCGNDB24,RVJO960829OS6,16.51,false
543,543,NCTQ911228HSDLBF32,KLPR611228CK0,20.6,false
544,544,GFLJ950917HRTWFB66,MNKF901229VJ7,2.45,false
545,545,JKAW681228MEPMWH01,VJQW601209ZU1,8.49,false
546,546,NYQT941218MZDGTB45,RKLM951229QV0,25.24,false
547,547,CWUS971009HFXDHV55,GLWF831229IB4,44.35,false
548,548,OJFT951227HWMXIG21,VLSR641224NS4,38.14,false
549,549,DRVC981129HXYJBS71,ZWGN971109VL6,32.4,false
550,550,WMQJ931227HCYWEB85,EUGS901108FI8,44.51,false
551,551,NRFL981126MNVCYH69,SPBK911229HO5,10.08,false
552,552,EBQR901029MVIUZD82,ACTI671229BF3,7.48,false
553,553,LPWZ961209MABKVW45,JSUB770429UZ4,7.67,false
554,554,SUJR911129MFKEIN57,QKHX891209PN5,42.52,false
555,555,FTAI900929HFTJYL59,SHPJ671228MZ7,17.1,false
556,556,LMAN931019MBOAPJ24,SXKH941019UO4,18.26,false
557,557,RBPH841217MIWTQX65,AOWG860903UT5,18.71,false
558,558,ISUN921207HCRPKU59,RYAN931119VU2,26.1,false
559,559,IUJT831029MNUCYI26,CDOK991029GC5,39.21,false
560,560,SGYW811006MZTHRJ96,PRAM941229AY4,37.87,false
561,561,SDKC891029HEYMBN39,VIRE721209VD4,2.61,false
562,562,YLGI990429MXPCHL66,LQBU961205KV4,17.54,false
563,563,MHPV861219HFPYQS86,QMXG991219VP1,27.03,false
564,564,GWFS690919MTMEGU97,CTIQ741028PQ7,4.68,false
565,565,BSNV841228MEOMZP97,AVOL691125EM2,11.4,false
566,566,LWGU811209HPQAZM66,NCKG791219VS9,14.79,false
567,567,HYSE971228MPCHJQ50,HANB911219TH2,15.95,false
568,568,LMND951218HEARZS15,NHJM931109XN6,14.27,false
569,569,VXNI841129HIMDXN74,RNQK601127DL0,13.45,false
570,570,JSRO821208HVWMTC12,GDCU931229SZ5,32.91,false
571,571,YKJH851108HGNOTZ28,XUDA961009TC2,40.3,false
572,572,KQAN721129MOSXZR28,AWVN851216HX5,5.41,false
573,573,JYWR781229HWJYCN33,EMFD961127FX8,14.88,false
574,574,UVPF821228MNWQXL54,RCTS961229DX4,4.43,false
575,575,YUPA851129HUZXKI21,LEZH901208QV0,30.24,false
576,576,PLIH801029MOGXQN46,ECPV701229GK5,19.91,false
577,577,YSQE711128HWJRTI25,IHXB931229OE4,37.92,false
578,578,ZIWY761228MNBSPZ78,HVDX861229HY9,28.53,false
579,579,EZKX971126MRCHPX65,HCDF901007OV4,3.68,false
580,580,VQRS921028HZWOHC24,WTID651029ML4,43.63,false
581,581,SHAW971007MNMJFD54,XQFD931209ZR9,15.19,false
582,582,XAFU721119HAOYNI38,LZRU671029RB0,25.2,false
583,583,MHKE700909HRTYPZ73,OJMS921229MG9,17.12,false
584,584,OXLU811129MITXEV49,ZOBF911208HZ1,18.34,false
585,585,TKCL981227MRCZYE74,HNQO911228JZ6,24.93,false
586,586,CFDE841219HFVTHI31,HSME701229AE9,36.72,false
587,587,USJI971107MOAXIQ26,KJSW981127YH7,19.55,false
588,588,JQPU991219MABUSF04,NOLR681228EZ3,22.24,false
589,589,CPVU911227MDBVOG32,LDMF601219KS8,22.15,false
590,590,INPG711218MZKXPI32,YZNA840818LH1,16.91,false
591,591,VMEB731209HVOKYL68,MEYP880908AT9,23.86,false
592,592,XWSI801119HZIFDR86,IDTR921004OP2,35.45,false
593,593,JYXT691119HEPHVT50,WSXZ850828LP7,21.16,false
594,594,TEBQ901229MCSDKG65,EGOC871029KO4,33.79,false
595,595,NAQK930809HQTGON58,YNCA920929YA7,17.93,false
596,596,UOMC751129MXEOKC52,DCGY931127CA7,5.15,false
597,597,BRTC801229HZYPWA03,APFH831018WI6,6.72,false
598,598,MKYR831116MIRAVE76,LRYG860718LS2,44.73,false
599,599,ITDF931119MXSCAG77,NOXT741109HP2,5.73,false
600,600,IPHK601126MIXBSM61,ZCMV751118FB4,12.52,false
601,601,TRPJ601209MSGIQZ46,KPEH961205WM7,6.16,false
602,602,BESQ880829MSAPLW21,WJQT971229HY5,20.69,false
603,603,CXAU981028MBMVKU15,LNXT901129KJ5,37.7,false
604,604,TCKE941224MYDCOV49,ATLY951209YU1,17.58,false
605,605,FARS980927MJMEFW90,UBCH931209BP9,25.39,false
606,606,TSEM921129HMSXNU37,LKPF921218CG7,43.38,false
607,607,DSTK951129MVOMAI32,ZFTM801208ZB7,10.33,false
608,608,VSMQ931229MXAFLV52,ECPG941227IO1,8.08,false
609,609,JTQU961126MNGXFP07,AZGW921126VA4,4.62,false
610,610,ZUVL911227HMIUGX60,PHKX941219JY5,36.56,false
611,611,ORLN981229HEAGNJ24,FXQG901229HQ2,40.89,false
612,612,MCVR871229MKFMHL61,CPTZ901228YO5,37.97,false
613,613,MEVS831225HFTSYH86,NDQO961128IP5,44.33,false
614,614,DZMG651128MIPLOW46,WGEX991219QD9,12.7,false
615,615,PZHG981217MOXITF55,UICN991229AW6,32.67,false
616,616,CHFM961127MMSAXK18,GZHY661207JM2,34.64,false
617,617,RIKN921219MVWKBQ89,DBTF911209YQ4,43.93,false
618,618,JUHS941229HLCDZS19,CBJN831229HT5,42.85,false
619,619,FAGW671227MNLFXE64,XTOK671229WP9,17.04,false
620,620,DGJU901129HXWUPS67,VMQR841108GF6,21.66,false
621,621,IRUN961226HKDLWP90,FQGH971229JB5,2.42,false
622,622,YXUK981229MOIQVZ16,HVRT821119JW3,27.91,false
623,623,EHZK951217MJCHIY32,QJAG931014PL3,7.44,false
624,624,ZJAM821109HACQNK17,EJUP841229AV8,14.86,false
625,625,IBUS881217MSDOAF21,HLUZ901228QG2,18.8,false
626,626,PNJX940916HADJQY51,ORAD980809WP1,7.6,false
627,627,YDGS981229HPEGLX29,VCPF901028GB6,7.47,false
628,628,OZWI921029HWGBFP01,INHP871207BV8,30.23,false
629,629,METD731108MKTNMB41,JEUQ691027WT4,5.16,false
630,630,XOTR631208HWCXGA24,BJFV981227LF6,30.29,false
631,631,ADGJ841106MTRHOW65,YCOT920828ZW9,23.86,false
632,632,URKM861207MXRAYL91,KMJG861009CG0,26.39,false
633,633,FXZE651016HLNJRW03,WPTA901109EG5,33.35,false
634,634,UEXS981229MZPRXH88,JZGV961228IS6,12.25,false
635,635,RMAO971109MVGRDC11,QHSM681129XW8,22.8,false
636,636,FZWX600817HVYZBW79,RTUI871109SN3,33.05,false
637,637,VYAQ821226HRDFMZ50,EDNZ931219HP3,20.64,false
638,638,MGBR851127HQEAMG95,XSUC870829EW7,4.8,false
639,639,JTQE871028HVOPCZ78,WYAF991029UY7,7.91,false
640,640,ZDKJ881118MVEDPO91,VDKJ880829RO4,35.17,false
641,641,ZCRI821119HPKGIU66,YLDU941219VE7,15.69,false
642,642,RJHO811227HBRWPO40,AUBO661109SP9,31.26,false
643,643,MUQW771219HQVCGU58,SFET940913MI6,13.72,false
644,644,SKZM821129MULWXC44,TZQX861229BY2,16.1,false
645,645,TUPS651119HBDORF92,JYIO691219CM9,15.2,false
646,646,JTWL811009HHVOUL23,ADFO831219WS2,2.82,false
647,647,JYRG661218HRWBTD06,TFGS951107QL7,5.1,false
648,648,TQME911127MFEUOZ18,ZMQY911119WK7,28.31,false
649,649,VRTB721029MJNWDE11,CJSA951129XU8,40.49,false
650,650,PKGO971228HUQXEF57,DZFP991126YW4,36.15,false
651,651,TJMB951209MJNPKH82,RDGW961222IG9,38.23,false
652,652,LWPT791108HBKRSV67,KZYI861228KO1,32.64,false
653,653,ZYGA991009HJKBGI57,OWLI821218TR2,11.03,false
654,654,QPAH981129HVHEFA21,ZYGK951229DC6,34.74,false
655,655,DTYC631218MZIQDM87,WECP981229QE2,38.6,false
656,656,RBQP991219MNCEJQ04,BXKC991019RN4,33.73,false
657,657,TYMJ970929MFISDW33,GHCI931209BD6,37.76,false
658,658,NTMZ660308HPQHIS74,VFQO881209GM9,17.58,false
659,659,USVJ761116HHPLVS08,LYEM870117SO0,9.32,false
660,660,HCYQ611129HSDCFG94,KRBD901118SF9,28.43,false
661,661,IFOR620909HAHZUD17,MKFZ961019VK7,12.25,false
662,662,WISZ851127MEJDFM15,KWZE961117OD2,40.72,false
663,663,TNXE930818HIEPMQ09,GXUH601109AL2,34.77,false
664,664,NWVE911227HFDHTR95,FXZD931229UY3,44.07,false
665,665,AFCD671029MQJETV80,HFWP611209AM7,21.21,false
666,666,AZHI841209HBLIFR26,YTJA601227DR6,33.12,false
667,667,BGAR941224MPGSRT26,MFPB611029TU5,28.22,false
668,668,JQIC971228HXJDYV09,SJPT991229SJ1,39.44,false
669,669,NHIV711217HTXBIK02,KQMG871129YS5,23.08,false
670,670,CJLU960709HUKFJY74,UBTG851019CG2,19.59,false
671,671,NBTK831119HQATJK75,ANRT621229AJ2,10.07,false
672,672,CIHO801228HIWTXY91,FVCE881208MH5,36.87,false
673,673,YVDN951229HINTDP03,QFHX630808HO1,14.67,false
674,674,VCIQ801229HNGTQY72,LHSW790716BH7,39.33,false
675,675,EWSF881029HXBUTM33,FOJV910619GN6,26.85,false
676,676,RGEU701229HAWLDB34,GCUV991207FB5,43.19,false
677,677,YNFA801208HNJYWG87,UJYZ821218DW2,4.65,false
678,678,KYZH901219MYPTBD31,YEDM871208CV4,31.8,false
679,679,OTYR901229HDJAEB70,XQOC881229ZM9,16.37,false
680,680,TUXC991109MOCXAW51,FLWZ721009PT1,34.14,false
681,681,WHYX821209HOMRJA07,GKVB861108UW2,15.46,false
682,682,HSCG870927HNYZJH13,WKQA901229HE5,17.83,false
683,683,YMBU921129MVGXMR83,HWUY851208VK4,20.72,false
684,684,ZLCD781227HDSUBA03,SXGT921109YO1,27.48,false
685,685,NBKR891221HFQSIT12,YIWV951219ND8,43.6,false
686,686,DSFX941229MXARPL71,KDRB990917AL6,14.54,false
687,687,KLCU911228HGKZDY85,FESN901219FK2,2.59,false
688,688,OISY681207HFBRJM08,LBJO971119RK5,40.79,false
689,689,PEUQ741208HNOEUG60,TPRW940927VM3,2.44,false
690,690,FHUQ731019MIQCYV98,GDHO871104LT7,2.4,false
691,691,RZDP991209MIWKBM47,MASU971219ZP0,16.94,false
692,692,AKZQ651019MKFXHA54,SJDU921225GV6,30.15,false
693,693,WNIH721212HXQTJV43,RVGN941219DQ6,22.06,false
694,694,VWGH891218HYVSGF08,TFOK981027VQ9,33.28,false
695,695,FBWM991229MLZOBC41,BZNR881229ZO9,28.8,false
696,696,NUYO641219MNDCOX77,MJWI861229CP2,20.58,false
697,697,KGSH981108MUSWCB17,ZIXR801027NI8,12.76,false
698,698,ZTLX961229HBUJRP04,SROF941225QA9,13.92,false
699,699,DWZB931009HCUBQT26,MWCO721229AY0,44.33,false
700,700,PONK841209HQBVMK44,OXZH691207IS1,37.59,false
701,701,NXJL661209MVMBSD40,BRXL961227TG2,21.32,false
702,702,TEJN911118HLUYGD34,KPZB931006RB2,8.84,false
703,703,VTAU681229MULWZV53,PHTO870918EY5,33.6,false
704,704,YZQP670728MYCUVM28,QFLU981107YC0,19.96,false
705,705,MOSE840819HBKOIW61,HWXJ961227CJ4,26.75,false
706,706,CVOW871128MGMXRL71,PYUO701128MO7,18.35,false
707,707,TDZW961208MMPVED89,WLSU971227GF9,17.66,false
708,708,KITY851128HDLYIS80,VYXT841229KB6,41.38,false
709,709,UQHR801228MAEBJO55,KYIZ691209AT0,28.12,false
710,710,TWKR891114MKXSFE25,VNRH881226AF5,28.07,false
711,711,ECWP921105HNFUDG46,DVYG941219OQ7,3.9,false
712,712,INGL691129MKMTUV92,RXGQ981109EF8,37.24,false
713,713,ZCWR731209HVFBTI41,PSBU831218OL2,10.55,false
714,714,ACYT960916MQKXJY01,MTBA801208ZB1,19.15,false
715,715,NKDE751229HBXIMA74,RTSY871118ER0,16.71,false
716,716,CSFI921225HKYNHR61,NRPL991219VZ4,27.76,false
717,717,NQXF830919HIUJVN47,ZUWC861108ZT6,27.61,false
718,718,NTZH901128HNXCLG89,OZNC830929QA1,25.85,false
719,719,VIQU921028MRGCAX86,GOMF961119BY5,5.93,false
720,720,FROL871229MIRYZK94,BRIZ961219UJ5,44.47,false
721,721,WBTS921026HMILJS55,SBJV961219ND1,12.36,false
722,722,ZTUL761119HIDNVC40,CTEA821228MY7,9.92,false
723,723,FMLV711226HODQSI59,UBMK931229DX4,4.81,false
724,724,UIEN961219HUWHLK53,MWAO911217BO4,28.51,false
725,725,VSMH991219MRTXKE68,XZLY981108EF6,37,false
726,726,TAZX811118HFCYMA06,NITF901213TC5,5.53,false
727,727,DLTK821226MBCEZH39,OIBY951126TP0,2.84,false
728,728,ZEIY911208HRFHIG43,WRIN981109JR5,42.19,false
729,729,EFTS941127MLEYIA39,BREY941029EV4,22.92,false
730,730,KATZ641229MSGRVE67,ZAFW671229ZE8,5.74,false
731,731,KDJQ950918MOSKFP40,SIGJ990927JL3,4.43,false
732,732,CNKE811218HRUGTN20,SCOW961229JF2,21.88,false
733,733,NLQU950918MIPTHB57,PXML681219PX0,22.06,false
734,734,FXTW841024MKXGFC42,SCDB761226TU2,23.65,false
735,735,TWSB921129HSPOYW12,WTCD941228ZH4,44.44,false
736,736,QLYM931228HWDUBJ85,BUOM901028SE8,16.94,false
737,737,FEXU810608HTVYXD15,MZBN921209PD7,4.03,false
738,738,AQWL911129MWDROI15,KEGU981221BA8,29.47,false
739,739,DWPT950829HDAPON17,NWCQ991229ZE0,8.98,false
740,740,LWNH970929MIRXUQ84,QOZP980929FD9,25.53,false
741,741,OUKS931129MKAZTW66,RSGJ931008ZX3,23.6,false
742,742,AXFM800927HMJLVA64,OMPC871219LP2,30.6,false
743,743,LAQC721109MEFQSY03,QMPF921128GP8,29.73,false
744,744,SPNC971128HCUYHM41,EBZA971109OV0,44.13,false
745,745,LDHT671227MIGPLT72,JRPY841226SB0,21.43,false
746,746,PEIL731129HKYBZT24,BSHL961209DL6,44.24,false
747,747,WSKF971129HQCZDX18,JSLF941206TX5,24.86,false
748,748,NIEM871119MOMYVC29,CAFQ811209IZ1,39.63,false
749,749,ABGZ991029HNUSZE45,SNPO941109NV2,14.16,false
750,750,CTOI971229HSHUOE20,FOIX901228MW3,36.61,false
751,751,MDZF751217MIHUSX21,XKZE861218WQ1,16.29,false
752,752,DAKH891227HSMTAW34,BJCV630829JB7,17.28,false
753,753,NCFW801129MEKNJV50,IXQE691227YH5,30.2,false
754,754,PXOZ921229MXYURN55,GPEB801229NY8,16.39,false
755,755,FOPL911026HNWZPE70,MPTW951129QI5,35.81,false
756,756,QIDP871227HPUOJZ19,XGIV901029ZH7,12.19,false
757,757,KDSU871218HRYKLI13,ISTB901209YZ3,18.67,false
758,758,JBVT921128MWISHP68,VAYX961117CX4,7.2,false
759,759,HKAI781029MEMPJS24,ATJI911128XF6,26.18,false
760,760,RQAE681217MOMNXK21,CPIO881229PF4,34.15,false
761,761,UPKI761229HFGCMN71,OKYW901128NI4,29.71,false
762,762,AIVR901228MXEHSD68,MXPW951114QG1,22.62,false
763,763,SYZP991129HOXJFW58,WXRD901219OH9,5.22,false
764,764,KGZW951229HBNDLS81,ZGKW971109GB5,5.52,false
765,765,QLFS771128HSBNFL83,ATLO911209YE9,25.1,false
766,766,YXRC981128MXNAID90,MJAQ941126HK2,28.52,false
767,767,IXVM881219HAPWTI68,YPTB971129SM9,39.6,false
768,768,HZEP811209HCUSYG81,FKZN891228NH8,31.01,false
769,769,HLCX631226MUIVDW70,YPND941219RL0,27.88,false
770,770,BHAE801126MKYFOH74,YGEP911219MX2,21.87,false
771,771,LXHO921028HVPLSU17,ZDBI991028RT6,26.93,false
772,772,QZHD951219MIDPBC02,TRMV961219ML2,23.79,false
773,773,TOVE831008HZDCMU55,JSIV951128MA3,6.31,false
774,774,RWSH911218HMPOLS32,KWRI831218GD7,28.76,false
775,775,TCWO911118MNHTEL14,OEAI751109IY7,32.86,false
776,776,SCLT991219HCHBRI32,TGVM681029SD5,23.35,false
777,777,IWCE981208MNTOEV55,YAVP981229LB2,34.87,false
778,778,VZHQ841209MVIUPZ29,PZCK741205TX1,5.76,false
779,779,JQEZ910525MFBLWK30,UREM971229UO4,9.45,false
780,780,CEFB911128HFWLNU71,NULW711109NI2,15.09,false
781,781,XNAF761128MENSGJ14,DMWT901008CG0,18.28,false
782,782,JEQK901027MRKEXW26,KNOV901125GH8,26.6,false
783,783,ARXQ911108MCWAEQ72,ZKOM651208NV0,22.93,false
784,784,XAIV741217MXUFZM53,CLTE831227JC0,42.93,false
785,785,MQCR631229MCWXJF58,STBD991228CE3,8.59,false
786,786,QAUL841107MYXCVB77,ZSQY921009JW6,6.11,false
787,787,HFRA921119HXKZSW00,MYWD861229GE8,43.81,false
788,788,KXIB631219MPIEUV92,NCOW901216XH5,19.41,false
789,789,EKBN941029MLSRWA85,FISM741228LB4,37.58,false
790,790,SJZI960629MMEZWN66,FCOB731018CR2,17.48,false
791,791,CTVX950829HISLQW97,OESL691127XT7,5.42,false
792,792,NDPT831207HDXVRB42,LEFO911228EM4,19.72,false
793,793,BPHG981228MJPRNI91,TNRB951109GR2,29.41,false
794,794,ZGYD951228HGIVFU98,PLXO961129QZ5,24.22,false
795,795,JDHI811209HBAXVT86,DOTF991219ED9,31.47,false
796,796,LEIV950706MNXMFO67,QSDA941007MJ2,33.36,false
797,797,DPLU691218HPRKBD63,WOPC971225SB3,16.74,false
798,798,VGIC971227HRLPIS03,WNPK851227UK5,5.04,false
799,799,AQSM901219HOIXKC44,PQLC961206FN4,18.68,false
800,800,KWJZ901119HQLYFE92,MYSR911129OJ1,37.59,false
801,801,AVOC941208HRASQL22,ZWQB971109KP2,31.33,false
802,802,CFYS921128HFPVDE41,IMTV921229PN9,14.89,false
803,803,ZJQB871219MGFIXC55,CSAO861228JE1,19.38,false
804,804,LWPH901115HVQHSR22,VIOR921126KN4,18.6,false
805,805,LXBF941229HEXLSR72,ZXGN901208MW8,19.63,false
806,806,YAHL821207MXHPZT98,TPQU971119MY9,2.86,false
807,807,GQCY821006MLKMJQ13,DQYZ711124BD6,39.69,false
808,808,MERJ881209MSYDPE26,FKBX810829NY9,13.56,false
809,809,WNJE991227HXURMH89,LFVK911029UX0,3.78,false
810,810,DHPN721207HGPFJR15,DLWN681009VD2,4.51,false
811,811,GAEU871119HPERXG23,XWQE991128VO7,35.84,false
